Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of Citable OA
Clinical and Translational Radiation Oncology,CLIN TRANSL RAD ONCO,ELSEVIER IRELAND LTD,N/A,2405-6308,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"1,540",3.1,Q2,0.88,92.38%
MOLECULAR BREEDING,MOL BREEDING,SPRINGER,1380-3743,1572-9788,AGRONOMY,SCIE,"7,105",3.1,Q1,0.88,10%
MOLECULAR BREEDING,MOL BREEDING,SPRINGER,1380-3743,1572-9788,GENETICS & HEREDITY,SCIE,"7,105",3.1,Q2,0.88,10%
MOLECULAR BREEDING,MOL BREEDING,SPRINGER,1380-3743,1572-9788,HORTICULTURE,SCIE,"7,105",3.1,Q1,0.88,10%
MOLECULAR BREEDING,MOL BREEDING,SPRINGER,1380-3743,1572-9788,PLANT SCIENCES,SCIE,"7,105",3.1,Q2,0.88,10%
Economic Change and Restructuring,ECON CHANG RESTRUCT,SPRINGER,1573-9414,1574-0277,ECONOMICS,SSCI,791,3.1,Q2,0.87,6.11%
NUCLEAR MEDICINE AND BIOLOGY,NUCL MED BIOL,ELSEVIER SCIENCE INC,0969-8051,1872-9614,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"3,714",3.1,Q2,0.87,30.69%
JOURNAL OF STRUCTURAL GEOLOGY,J STRUCT GEOL,PERGAMON-ELSEVIER SCIENCE LTD,0191-8141,1873-1201,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"13,900",3.1,Q2,0.86,21.27%
MOLECULAR IMAGING AND BIOLOGY,MOL IMAGING BIOL,SPRINGER,1536-1632,1860-2002,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"3,530",3.1,Q2,0.86,29.32%
REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,ELSEVIER,0166-0462,1879-2308,ECONOMICS,SSCI,"4,840",3.1,Q2,0.86,10.31%
REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,ELSEVIER,0166-0462,1879-2308,ENVIRONMENTAL STUDIES,SSCI,"4,840",3.1,Q3,0.86,10.31%
REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,ELSEVIER,0166-0462,1879-2308,URBAN STUDIES,SSCI,"4,840",3.1,Q2,0.86,10.31%
JOURNAL OF BEHAVIORAL MEDICINE,J BEHAV MED,SPRINGER/PLENUM PUBLISHERS,0160-7715,1573-3521,"PSYCHOLOGY, CLINICAL",SSCI,"6,609",3.1,Q2,0.84,8.54%
ECOLOGICAL MODELLING,ECOL MODEL,ELSEVIER,0304-3800,1872-7026,ECOLOGY,SCIE,"21,705",3.1,Q2,0.83,28.70%
Gesunde Pflanzen,GESUNDE PFLANZ,SPRINGER,0367-4223,1439-0345,AGRONOMY,SCIE,865,3.1,Q1,0.83,7.52%
SOUTH AFRICAN JOURNAL OF BOTANY,S AFR J BOT,ELSEVIER,0254-6299,1727-9321,PLANT SCIENCES,SCIE,"10,683",3.1,Q2,0.81,40.14%
NUTRIENT CYCLING IN AGROECOSYSTEMS,NUTR CYCL AGROECOSYS,SPRINGER,1385-1314,1573-0867,SOIL SCIENCE,SCIE,"5,544",3.1,Q3,0.75,25.57%
MICROVASCULAR RESEARCH,MICROVASC RES,ACADEMIC PRESS INC ELSEVIER SCIENCE,0026-2862,1095-9319,PERIPHERAL VASCULAR DISEASE,SCIE,"4,622",3.1,Q2,0.74,13.46%
Extractive Industries and Society,EXTRACT IND SOC,ELSEVIER SCI LTD,2214-790X,2214-7918,ENVIRONMENTAL STUDIES,SSCI,"3,122",3.1,Q3,0.73,20.49%
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOCHEM BIOPH RES CO,ACADEMIC PRESS INC ELSEVIER SCIENCE,0006-291X,1090-2104,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"97,842",3.1,Q3,0.72,17.08%
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOCHEM BIOPH RES CO,ACADEMIC PRESS INC ELSEVIER SCIENCE,0006-291X,1090-2104,BIOPHYSICS,SCIE,"97,842",3.1,Q2,0.72,17.08%
BMC Pulmonary Medicine,BMC PULM MED,BMC,1471-2466,1471-2466,RESPIRATORY SYSTEM,SCIE,"7,621",3.1,Q3,0.72,99.67%
Fire Safety Journal,FIRE SAFETY J,ELSEVIER SCI LTD,0379-7112,1873-7226,"ENGINEERING, CIVIL",SCIE,"8,011",3.1,Q2,0.72,17.73%
Fire Safety Journal,FIRE SAFETY J,ELSEVIER SCI LTD,0379-7112,1873-7226,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"8,011",3.1,Q3,0.72,17.73%
IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE T ELECTRON DEV,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9383,1557-9646,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"31,978",3.1,Q2,0.72,6.55%
IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE T ELECTRON DEV,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9383,1557-9646,"PHYSICS, APPLIED",SCIE,"31,978",3.1,Q2,0.72,6.55%
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUT BIOL CHEM,ELSEVIER SCI LTD,1476-9271,1476-928X,BIOLOGY,SCIE,"3,487",3.1,Q2,0.71,5.59%
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUT BIOL CHEM,ELSEVIER SCI LTD,1476-9271,1476-928X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"3,487",3.1,Q3,0.71,5.59%
INTERNATIONAL DAIRY JOURNAL,INT DAIRY J,ELSEVIER SCI LTD,0958-6946,1879-0143,FOOD SCIENCE & TECHNOLOGY,SCIE,"10,506",3.1,Q2,0.71,14.91%
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,J NON-NEWTON FLUID,ELSEVIER,0377-0257,1873-2631,MECHANICS,SCIE,"7,484",3.1,Q2,0.7,19.88%
JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,ELSEVIER,0166-0934,1879-0984,BIOCHEMICAL RESEARCH METHODS,SCIE,"9,211",3.1,Q2,0.7,20.52%
JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,ELSEVIER,0166-0934,1879-0984,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"9,211",3.1,Q3,0.7,20.52%
JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,ELSEVIER,0166-0934,1879-0984,VIROLOGY,SCIE,"9,211",3.1,Q3,0.7,20.52%
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,SPRINGER HEIDELBERG,0179-7158,1439-099X,ONCOLOGY,SCIE,"3,580",3.1,Q3,0.7,50%
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,SPRINGER HEIDELBERG,0179-7158,1439-099X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"3,580",3.1,Q2,0.7,50%
Thrombosis Journal,THROMB J,BMC,1477-9560,1477-9560,HEMATOLOGY,SCIE,"1,457",3.1,Q3,0.69,99.53%
Thrombosis Journal,THROMB J,BMC,1477-9560,1477-9560,PERIPHERAL VASCULAR DISEASE,SCIE,"1,457",3.1,Q2,0.69,99.53%
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCH PHOTOBIO SCI,SPRINGERNATURE,1474-905X,1474-9092,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"8,148",3.1,Q3,0.67,25.50%
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCH PHOTOBIO SCI,SPRINGERNATURE,1474-905X,1474-9092,BIOPHYSICS,SCIE,"8,148",3.1,Q2,0.67,25.50%
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCH PHOTOBIO SCI,SPRINGERNATURE,1474-905X,1474-9092,"CHEMISTRY, PHYSICAL",SCIE,"8,148",3.1,Q3,0.67,25.50%
MOLECULAR GENETICS AND GENOMICS,MOL GENET GENOMICS,SPRINGER HEIDELBERG,1617-4615,1617-4623,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"5,760",3.1,Q3,0.66,12.30%
MOLECULAR GENETICS AND GENOMICS,MOL GENET GENOMICS,SPRINGER HEIDELBERG,1617-4615,1617-4623,GENETICS & HEREDITY,SCIE,"5,760",3.1,Q2,0.66,12.30%
Journal of Physiological Anthropology,J PHYSIOL ANTHROPOL,BMC,1880-6805,1880-6805,PHYSIOLOGY,SCIE,"1,276",3.1,Q2,0.65,97.03%
SLAS Discovery,SLAS DISCOV,ELSEVIER SCIENCE INC,2472-5552,2472-5560,BIOCHEMICAL RESEARCH METHODS,SCIE,"1,539",3.1,Q2,0.65,93.98%
SLAS Discovery,SLAS DISCOV,ELSEVIER SCIENCE INC,2472-5552,2472-5560,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,539",3.1,Q3,0.65,93.98%
SLAS Discovery,SLAS DISCOV,ELSEVIER SCIENCE INC,2472-5552,2472-5560,"CHEMISTRY, ANALYTICAL",SCIE,"1,539",3.1,Q2,0.65,93.98%
DIGESTIVE DISEASES AND SCIENCES,DIGEST DIS SCI,SPRINGER,0163-2116,1573-2568,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"20,100",3.1,Q3,0.64,8.03%
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INT J IND ERGONOM,ELSEVIER,0169-8141,1872-8219,"ENGINEERING, INDUSTRIAL",SCIE,"5,114",3.1,Q3,0.64,14.56%
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INT J IND ERGONOM,ELSEVIER,0169-8141,1872-8219,ERGONOMICS,SSCI,"5,114",3.1,Q3,0.64,14.56%
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE T DIELECT EL IN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1070-9878,1558-4135,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"14,102",3.1,Q2,0.62,0.73%
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE T DIELECT EL IN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1070-9878,1558-4135,"PHYSICS, APPLIED",SCIE,"14,102",3.1,Q2,0.62,0.73%
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,J FOOD SCI TECH MYS,SPRINGER INDIA,0022-1155,0975-8402,FOOD SCIENCE & TECHNOLOGY,SCIE,"22,160",3.1,Q2,0.61,3.58%
JOURNAL OF MOLECULAR NEUROSCIENCE,J MOL NEUROSCI,SPRINGERNATURE,0895-8696,1559-1166,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"7,281",3.1,Q3,0.61,10.30%
JOURNAL OF MOLECULAR NEUROSCIENCE,J MOL NEUROSCI,SPRINGERNATURE,0895-8696,1559-1166,NEUROSCIENCES,SCIE,"7,281",3.1,Q3,0.61,10.30%
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,AM J MED SCI,ELSEVIER SCIENCE INC,0002-9629,1538-2990,"MEDICINE, GENERAL & INTERNAL",SCIE,"6,677",3.1,Q2,0.56,2.76%
JOURNAL OF THERMAL SPRAY TECHNOLOGY,J THERM SPRAY TECHN,SPRINGER,1059-9630,1544-1016,"MATERIALS SCIENCE, COATINGS & FILMS",SCIE,"7,459",3.1,Q3,0.56,16.29%
ANNALES D ENDOCRINOLOGIE,ANN ENDOCRINOL-PARIS,MASSON EDITEUR,0003-4266,2213-3941,ENDOCRINOLOGY & METABOLISM,SCIE,"1,347",3.1,Q3,0.55,31.20%
IRANIAN POLYMER JOURNAL,IRAN POLYM J,SPRINGER,1026-1265,1735-5265,POLYMER SCIENCE,SCIE,"2,793",3.1,Q2,0.55,0.85%
Carbohydrate Research,CARBOHYD RES,ELSEVIER SCI LTD,0008-6215,1873-426X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"14,472",3.1,Q3,0.53,12.38%
Carbohydrate Research,CARBOHYD RES,ELSEVIER SCI LTD,0008-6215,1873-426X,"CHEMISTRY, APPLIED",SCIE,"14,472",3.1,Q2,0.53,12.38%
Carbohydrate Research,CARBOHYD RES,ELSEVIER SCI LTD,0008-6215,1873-426X,"CHEMISTRY, ORGANIC",SCIE,"14,472",3.1,Q2,0.53,12.38%
SUPERLATTICES AND MICROSTRUCTURES,SUPERLATTICE MICROST,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0749-6036,1096-3677,"PHYSICS, CONDENSED MATTER",SCIE,"9,731",3.1,Q2,0.53,2.32%
Journal of Material Cycles and Waste Management,J MATER CYCLES WASTE,SPRINGER,1438-4957,1611-8227,ENVIRONMENTAL SCIENCES,SCIE,"4,701",3.1,Q3,0.52,7.49%
Energy Efficiency,ENERG EFFIC,SPRINGER,1570-646X,1570-6478,ENERGY & FUELS,SCIE,"2,616",3.1,Q3,0.5,27.20%
Energy Efficiency,ENERG EFFIC,SPRINGER,1570-646X,1570-6478,ENVIRONMENTAL STUDIES,SSCI,"2,616",3.1,Q3,0.5,27.20%
Energy Efficiency,ENERG EFFIC,SPRINGER,1570-646X,1570-6478,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"2,616",3.1,Q4,0.5,27.20%
Energy Efficiency,ENERG EFFIC,SPRINGER,1570-646X,1570-6478,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SSCI,"2,616",3.1,Q4,0.5,27.20%
International Journal of Environmental Science and Technology,INT J ENVIRON SCI TE,SPRINGER,1735-1472,1735-2630,ENVIRONMENTAL SCIENCES,SCIE,"13,670",3.1,Q3,0.5,5.76%
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,SPRINGER,1139-6709,1618-1905,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,935",3.1,Q3,0.5,11.06%
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,SPRINGER,1139-6709,1618-1905,MICROBIOLOGY,SCIE,"1,935",3.1,Q3,0.5,11.06%
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,SPRINGER,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"4,739",3.1,Q3,0.49,3.16%
Current Infectious Disease Reports,CURR INFECT DIS REP,SPRINGER,1523-3847,1534-3146,INFECTIOUS DISEASES,SCIE,"1,759",3.1,Q3,0.45,8.64%
Electrocatalysis,ELECTROCATALYSIS-US,SPRINGER,1868-2529,1868-5994,"CHEMISTRY, PHYSICAL",SCIE,"1,699",3.1,Q3,0.42,12.08%
Electrocatalysis,ELECTROCATALYSIS-US,SPRINGER,1868-2529,1868-5994,ELECTROCHEMISTRY,SCIE,"1,699",3.1,Q3,0.42,12.08%
IEEE SPECTRUM,IEEE SPECTRUM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9235,1939-9340,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,170",3.1,Q2,0.39,0%
AMERICAN JOURNAL OF OPHTHALMOLOGY,AM J OPHTHALMOL,ELSEVIER SCIENCE INC,0002-9394,1879-1891,OPHTHALMOLOGY,SCIE,"30,880",4.2,Q1,2.07,17.15%
JOURNAL OF ENDODONTICS,J ENDODONT,ELSEVIER SCIENCE INC,0099-2399,1878-3554,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"22,657",4.2,Q1,1.82,5.42%
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,ELSEVIER SCI LTD,1751-570X,1878-7460,AUTOMATION & CONTROL SYSTEMS,SCIE,"2,863",4.2,Q2,1.79,12.12%
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,ELSEVIER SCI LTD,1751-570X,1878-7460,"MATHEMATICS, APPLIED",SCIE,"2,863",4.2,Q1,1.79,12.12%
Eye and Vision,EYE VISION,BMC,2326-0254,2326-0254,OPHTHALMOLOGY,SCIE,"1,208",4.2,Q1,1.44,100%
Canadian Journal of Anesthesia-Journal canadien d anesthesie,CAN J ANESTH,SPRINGER,0832-610X,1496-8975,ANESTHESIOLOGY,SCIE,"6,669",4.2,Q2,1.43,9.25%
PUBLIC RELATIONS REVIEW,PUBLIC RELAT REV,ELSEVIER SCIENCE INC,0363-8111,1873-4537,BUSINESS,SSCI,"5,674",4.2,Q3,1.41,5.30%
PUBLIC RELATIONS REVIEW,PUBLIC RELAT REV,ELSEVIER SCIENCE INC,0363-8111,1873-4537,COMMUNICATION,SSCI,"5,674",4.2,Q1,1.41,5.30%
Seminars in Orthodontics,SEMIN ORTHOD,ELSEVIER INC,1073-8746,1558-4631,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"1,121",4.2,Q1,1.38,7.79%
NDT & E INTERNATIONAL,NDT&E INT,ELSEVIER SCI LTD,0963-8695,1879-1174,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",SCIE,"7,443",4.2,Q1,1.37,15.88%
Journal of Multinational Financial Management,J MULTINATL FINANC M,ELSEVIER,1042-444X,1873-1309,"BUSINESS, FINANCE",SSCI,"1,319",4.2,Q2,1.33,8.24%
BIOLOGICAL CONTROL,BIOL CONTROL,ACADEMIC PRESS INC ELSEVIER SCIENCE,1049-9644,1090-2112,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"11,318",4.2,Q2,1.32,22.06%
BIOLOGICAL CONTROL,BIOL CONTROL,ACADEMIC PRESS INC ELSEVIER SCIENCE,1049-9644,1090-2112,ENTOMOLOGY,SCIE,"11,318",4.2,Q1,1.32,22.06%
ULTRASONICS,ULTRASONICS,ELSEVIER,0041-624X,1874-9968,ACOUSTICS,SCIE,"9,972",4.2,Q1,1.28,12.72%
ULTRASONICS,ULTRASONICS,ELSEVIER,0041-624X,1874-9968,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"9,972",4.2,Q2,1.28,12.72%
REVIEW OF ACCOUNTING STUDIES,REV ACCOUNT STUD,SPRINGER,1380-6653,1573-7136,"BUSINESS, FINANCE",SSCI,"4,868",4.2,Q2,1.21,26.89%
MARINE AND PETROLEUM GEOLOGY,MAR PETROL GEOL,ELSEVIER SCI LTD,0264-8172,1873-4073,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"23,904",4.2,Q1,1.17,13.11%
DRUG AND ALCOHOL DEPENDENCE,DRUG ALCOHOL DEPEN,ELSEVIER IRELAND LTD,0376-8716,1879-0046,PSYCHIATRY,SSCI,"25,772",4.2,Q2,1.11,20.22%
DRUG AND ALCOHOL DEPENDENCE,DRUG ALCOHOL DEPEN,ELSEVIER IRELAND LTD,0376-8716,1879-0046,PSYCHIATRY,SCIE,"25,772",4.2,Q2,1.11,20.22%
DRUG AND ALCOHOL DEPENDENCE,DRUG ALCOHOL DEPEN,ELSEVIER IRELAND LTD,0376-8716,1879-0046,SUBSTANCE ABUSE,SSCI,"25,772",4.2,Q2,1.11,20.22%
DRUG AND ALCOHOL DEPENDENCE,DRUG ALCOHOL DEPEN,ELSEVIER IRELAND LTD,0376-8716,1879-0046,SUBSTANCE ABUSE,SCIE,"25,772",4.2,Q2,1.11,20.22%
Journal of Commodity Markets,J COMMOD MARK,ELSEVIER,2405-8513,2405-8505,"BUSINESS, FINANCE",SSCI,594,4.2,Q2,1.1,12%
Journal of Commodity Markets,J COMMOD MARK,ELSEVIER,2405-8513,2405-8505,ECONOMICS,SSCI,594,4.2,Q1,1.1,12%
NEUROBIOLOGY OF AGING,NEUROBIOL AGING,ELSEVIER SCIENCE INC,0197-4580,1558-1497,GERIATRICS & GERONTOLOGY,SCIE,"25,975",4.2,Q2,1.08,29.95%
NEUROBIOLOGY OF AGING,NEUROBIOL AGING,ELSEVIER SCIENCE INC,0197-4580,1558-1497,NEUROSCIENCES,SCIE,"25,975",4.2,Q2,1.08,29.95%
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,ELSEVIER,1569-190X,1878-1462,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"4,354",4.2,Q2,1.07,8.13%
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,ELSEVIER,1569-190X,1878-1462,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"4,354",4.2,Q1,1.07,8.13%
DRUG SAFETY,DRUG SAFETY,ADIS INT LTD,0114-5916,1179-1942,PHARMACOLOGY & PHARMACY,SCIE,"6,838",4.2,Q2,1.02,48.92%
DRUG SAFETY,DRUG SAFETY,ADIS INT LTD,0114-5916,1179-1942,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"6,838",4.2,Q2,1.02,48.92%
DRUG SAFETY,DRUG SAFETY,ADIS INT LTD,0114-5916,1179-1942,TOXICOLOGY,SCIE,"6,838",4.2,Q1,1.02,48.92%
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1225,1548-5757,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"24,679",4.2,Q2,1,4.71%
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1225,1548-5757,TELECOMMUNICATIONS,SCIE,"24,679",4.2,Q2,1,4.71%
VLDB JOURNAL,VLDB J,SPRINGER,1066-8888,0949-877X,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"2,342",4.2,Q2,0.98,24.61%
VLDB JOURNAL,VLDB J,SPRINGER,1066-8888,0949-877X,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"2,342",4.2,Q2,0.98,24.61%
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,SPRINGER,1936-6442,1936-6450,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"3,382",4.2,Q2,0.97,3.15%
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,SPRINGER,1936-6442,1936-6450,TELECOMMUNICATIONS,SCIE,"3,382",4.2,Q2,0.97,3.15%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,"ENGINEERING, CIVIL",SCIE,"6,285",4.2,Q2,0.96,13.75%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,"ENGINEERING, ENVIRONMENTAL",SCIE,"6,285",4.2,Q3,0.96,13.75%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,ENVIRONMENTAL SCIENCES,SCIE,"6,285",4.2,Q2,0.96,13.75%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,STATISTICS & PROBABILITY,SCIE,"6,285",4.2,Q1,0.96,13.75%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,WATER RESOURCES,SCIE,"6,285",4.2,Q2,0.96,13.75%
CURRENT PROBLEMS IN CARDIOLOGY,CURR PROB CARDIOLOGY,MOSBY-ELSEVIER,0146-2806,1535-6280,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,875",4.2,Q2,0.95,5.28%
NeuroImage-Clinical,NEUROIMAGE-CLIN,ELSEVIER SCI LTD,2213-1582,2213-1582,NEUROIMAGING,SCIE,"14,668",4.2,Q2,0.95,99.65%
VIRTUAL REALITY,VIRTUAL REAL-LONDON,SPRINGER LONDON LTD,1359-4338,1434-9957,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"2,473",4.2,Q2,0.94,34.78%
VIRTUAL REALITY,VIRTUAL REAL-LONDON,SPRINGER LONDON LTD,1359-4338,1434-9957,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"2,473",4.2,Q1,0.94,34.78%
VIRTUAL REALITY,VIRTUAL REAL-LONDON,SPRINGER LONDON LTD,1359-4338,1434-9957,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,SCIE,"2,473",4.2,Q2,0.94,34.78%
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1164-5563,1778-3615,ECOLOGY,SCIE,"4,623",4.2,Q1,0.93,11.05%
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1164-5563,1778-3615,SOIL SCIENCE,SCIE,"4,623",4.2,Q2,0.93,11.05%
IEEE Transactions on Control of Network Systems,IEEE T CONTROL NETW,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2325-5870,2372-2533,AUTOMATION & CONTROL SYSTEMS,SCIE,"4,476",4.2,Q2,0.91,21.40%
IEEE Transactions on Control of Network Systems,IEEE T CONTROL NETW,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2325-5870,2372-2533,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"4,476",4.2,Q2,0.91,21.40%
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,SPRINGER HEIDELBERG,1435-9529,1435-9537,"ENGINEERING, ENVIRONMENTAL",SCIE,"10,956",4.2,Q3,0.9,4.22%
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,SPRINGER HEIDELBERG,1435-9529,1435-9537,"ENGINEERING, GEOLOGICAL",SCIE,"10,956",4.2,Q2,0.9,4.22%
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,SPRINGER HEIDELBERG,1435-9529,1435-9537,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"10,956",4.2,Q1,0.9,4.22%
BMC MICROBIOLOGY,BMC MICROBIOL,BMC,1471-2180,1471-2180,MICROBIOLOGY,SCIE,"17,022",4.2,Q2,0.89,99.22%
Gut Pathogens,GUT PATHOG,BMC,1757-4749,1757-4749,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"2,501",4.2,Q2,0.89,100%
Gut Pathogens,GUT PATHOG,BMC,1757-4749,1757-4749,MICROBIOLOGY,SCIE,"2,501",4.2,Q2,0.89,100%
Endocrine Practice,ENDOCR PRACT,ELSEVIER INC,1530-891X,1934-2403,ENDOCRINOLOGY & METABOLISM,SCIE,"6,144",4.2,Q2,0.87,8.03%
NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,PERGAMON-ELSEVIER SCIENCE LTD,0197-0186,1872-9754,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"11,168",4.2,Q2,0.87,16.46%
NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,PERGAMON-ELSEVIER SCIENCE LTD,0197-0186,1872-9754,NEUROSCIENCES,SCIE,"11,168",4.2,Q2,0.87,16.46%
