Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of Citable OA
VISION RESEARCH,VISION RES,PERGAMON-ELSEVIER SCIENCE LTD,0042-6989,1878-5646,NEUROSCIENCES,SCIE,"14,405",1.8,Q4,0.67,47.63%
VISION RESEARCH,VISION RES,PERGAMON-ELSEVIER SCIENCE LTD,0042-6989,1878-5646,OPHTHALMOLOGY,SCIE,"14,405",1.8,Q3,0.67,47.63%
VISION RESEARCH,VISION RES,PERGAMON-ELSEVIER SCIENCE LTD,0042-6989,1878-5646,PSYCHOLOGY,SCIE,"14,405",1.8,Q3,0.67,47.63%
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE T NUCL SCI,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9499,1558-1578,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"13,912",1.8,Q3,0.66,16.93%
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE T NUCL SCI,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9499,1558-1578,NUCLEAR SCIENCE & TECHNOLOGY,SCIE,"13,912",1.8,Q2,0.66,16.93%
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,SPRINGER,0925-5001,1573-2916,"MATHEMATICS, APPLIED",SCIE,"7,518",1.8,Q2,0.66,17.70%
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,SPRINGER,0925-5001,1573-2916,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"7,518",1.8,Q3,0.66,17.70%
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,J BEHAV THER EXP PSY,PERGAMON-ELSEVIER SCIENCE LTD,0005-7916,1873-7943,PSYCHIATRY,SSCI,"4,316",1.8,Q4,0.64,21.58%
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,J BEHAV THER EXP PSY,PERGAMON-ELSEVIER SCIENCE LTD,0005-7916,1873-7943,"PSYCHOLOGY, CLINICAL",SSCI,"4,316",1.8,Q3,0.64,21.58%
Science of Nature,SCI NAT-HEIDELBERG,SPRINGER HEIDELBERG,0028-1042,1432-1904,MULTIDISCIPLINARY SCIENCES,SCIE,"1,123",1.8,Q3,0.64,21.12%
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,CHURCHILL LIVINGSTONE,0266-4356,1532-1940,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"5,840",1.8,Q4,0.63,4.29%
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,CHURCHILL LIVINGSTONE,0266-4356,1532-1940,SURGERY,SCIE,"5,840",1.8,Q3,0.63,4.29%
CLINICAL BIOMECHANICS,CLIN BIOMECH,ELSEVIER SCI LTD,0268-0033,1879-1271,"ENGINEERING, BIOMEDICAL",SCIE,"10,213",1.8,Q4,0.63,12.89%
CLINICAL BIOMECHANICS,CLIN BIOMECH,ELSEVIER SCI LTD,0268-0033,1879-1271,ORTHOPEDICS,SCIE,"10,213",1.8,Q3,0.63,12.89%
CLINICAL BIOMECHANICS,CLIN BIOMECH,ELSEVIER SCI LTD,0268-0033,1879-1271,SPORT SCIENCES,SCIE,"10,213",1.8,Q3,0.63,12.89%
EUROPEAN JOURNAL OF PLANT PATHOLOGY,EUR J PLANT PATHOL,SPRINGER,0929-1873,1573-8469,AGRONOMY,SCIE,"8,730",1.8,Q3,0.63,13.19%
EUROPEAN JOURNAL OF PLANT PATHOLOGY,EUR J PLANT PATHOL,SPRINGER,0929-1873,1573-8469,HORTICULTURE,SCIE,"8,730",1.8,Q2,0.63,13.19%
EUROPEAN JOURNAL OF PLANT PATHOLOGY,EUR J PLANT PATHOL,SPRINGER,0929-1873,1573-8469,PLANT SCIENCES,SCIE,"8,730",1.8,Q3,0.63,13.19%
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,SPRINGER/PLENUM PUBLISHERS,1056-263X,1573-3580,"EDUCATION, SPECIAL",SSCI,"1,504",1.8,Q3,0.63,11.71%
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,SPRINGER/PLENUM PUBLISHERS,1056-263X,1573-3580,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,504",1.8,Q4,0.63,11.71%
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,SPRINGER/PLENUM PUBLISHERS,1056-263X,1573-3580,REHABILITATION,SSCI,"1,504",1.8,Q3,0.63,11.71%
JOURNAL OF EVOLUTIONARY ECONOMICS,J EVOL ECON,SPRINGER,0936-9937,1432-1386,ECONOMICS,SSCI,"2,004",1.8,Q3,0.63,42.77%
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,ELSEVIER,0165-2427,1873-2534,IMMUNOLOGY,SCIE,"6,607",1.8,Q4,0.63,19.30%
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,ELSEVIER,0165-2427,1873-2534,VETERINARY SCIENCES,SCIE,"6,607",1.8,Q2,0.63,19.30%
AQUATIC ECOLOGY,AQUAT ECOL,SPRINGER,1386-2588,1573-5125,ECOLOGY,SCIE,"2,253",1.8,Q3,0.62,12.96%
AQUATIC ECOLOGY,AQUAT ECOL,SPRINGER,1386-2588,1573-5125,LIMNOLOGY,SCIE,"2,253",1.8,Q3,0.62,12.96%
AQUATIC ECOLOGY,AQUAT ECOL,SPRINGER,1386-2588,1573-5125,MARINE & FRESHWATER BIOLOGY,SCIE,"2,253",1.8,Q2,0.62,12.96%
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,SPRINGER,1381-298X,1572-9346,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,590,1.8,Q4,0.62,16%
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,SPRINGER,1381-298X,1572-9346,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,590,1.8,Q3,0.62,16%
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,SPRINGER,1381-298X,1572-9346,"SOCIAL SCIENCES, MATHEMATICAL METHODS",SSCI,590,1.8,Q3,0.62,16%
INTERNATIONAL UROGYNECOLOGY JOURNAL,INT UROGYNECOL J,SPRINGER LONDON LTD,0937-3462,1433-3023,OBSTETRICS & GYNECOLOGY,SCIE,"8,384",1.8,Q4,0.62,16.58%
INTERNATIONAL UROGYNECOLOGY JOURNAL,INT UROGYNECOL J,SPRINGER LONDON LTD,0937-3462,1433-3023,UROLOGY & NEPHROLOGY,SCIE,"8,384",1.8,Q4,0.62,16.58%
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,JOGNN-J OBST GYN NEO,ELSEVIER SCIENCE INC,0884-2175,1552-6909,NURSING,SSCI,"3,371",1.8,Q3,0.62,6.52%
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,JOGNN-J OBST GYN NEO,ELSEVIER SCIENCE INC,0884-2175,1552-6909,NURSING,SCIE,"3,371",1.8,Q3,0.62,6.52%
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,JOGNN-J OBST GYN NEO,ELSEVIER SCIENCE INC,0884-2175,1552-6909,OBSTETRICS & GYNECOLOGY,SCIE,"3,371",1.8,Q4,0.62,6.52%
COMPUTATIONAL STATISTICS & DATA ANALYSIS,COMPUT STAT DATA AN,ELSEVIER,0167-9473,1872-7352,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"10,695",1.8,Q4,0.61,18.97%
COMPUTATIONAL STATISTICS & DATA ANALYSIS,COMPUT STAT DATA AN,ELSEVIER,0167-9473,1872-7352,STATISTICS & PROBABILITY,SCIE,"10,695",1.8,Q2,0.61,18.97%
International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,ELSEVIER,2213-2244,2213-2244,ECOLOGY,SCIE,"1,663",1.8,Q3,0.61,94.13%
International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,ELSEVIER,2213-2244,2213-2244,PARASITOLOGY,SCIE,"1,663",1.8,Q3,0.61,94.13%
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,INT J MASS SPECTROM,ELSEVIER,1387-3806,1873-2798,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",SCIE,"6,809",1.8,Q3,0.61,24.75%
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,INT J MASS SPECTROM,ELSEVIER,1387-3806,1873-2798,SPECTROSCOPY,SCIE,"6,809",1.8,Q3,0.61,24.75%
AQUATIC BOTANY,AQUAT BOT,ELSEVIER,0304-3770,1879-1522,MARINE & FRESHWATER BIOLOGY,SCIE,"5,835",1.8,Q2,0.6,12.94%
AQUATIC BOTANY,AQUAT BOT,ELSEVIER,0304-3770,1879-1522,PLANT SCIENCES,SCIE,"5,835",1.8,Q3,0.6,12.94%
Medical Molecular Morphology,MED MOL MORPHOL,SPRINGER JAPAN KK,1860-1480,1860-1499,PATHOLOGY,SCIE,694,1.8,Q3,0.6,7.96%
ARCHIVES DE PEDIATRIE,ARCH PEDIATRIE,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0929-693X,1769-664X,PEDIATRICS,SCIE,"1,876",1.8,Q3,0.59,28.32%
Journal of Obsessive-Compulsive and Related Disorders,J OBSESS-COMPULS REL,ELSEVIER,2211-3649,2211-3657,PSYCHIATRY,SCIE,"1,232",1.8,Q4,0.58,7.41%
Journal of Obsessive-Compulsive and Related Disorders,J OBSESS-COMPULS REL,ELSEVIER,2211-3649,2211-3657,PSYCHIATRY,SSCI,"1,232",1.8,Q4,0.58,7.41%
COGNITIVE DEVELOPMENT,COGNITIVE DEV,ELSEVIER SCIENCE INC,0885-2014,1879-226X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,987",1.8,Q4,0.56,17.52%
COGNITIVE DEVELOPMENT,COGNITIVE DEV,ELSEVIER SCIENCE INC,0885-2014,1879-226X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,987",1.8,Q3,0.56,17.52%
Polar Science,POLAR SCI,ELSEVIER,1873-9652,1876-4428,ECOLOGY,SCIE,"1,138",1.8,Q3,0.55,43.19%
Polar Science,POLAR SCI,ELSEVIER,1873-9652,1876-4428,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"1,138",1.8,Q3,0.55,43.19%
ACTA PSYCHOLOGICA,ACTA PSYCHOL,ELSEVIER,0001-6918,1873-6297,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"7,070",1.8,Q3,0.54,74.14%
CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,SPRINGER,1053-1890,1573-3319,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,492",1.8,Q4,0.54,22.33%
MINERALOGY AND PETROLOGY,MINER PETROL,SPRINGER WIEN,0930-0708,1438-1168,GEOCHEMISTRY & GEOPHYSICS,SCIE,"2,883",1.8,Q3,0.53,25.23%
MINERALOGY AND PETROLOGY,MINER PETROL,SPRINGER WIEN,0930-0708,1438-1168,MINERALOGY,SCIE,"2,883",1.8,Q3,0.53,25.23%
Sexual & Reproductive Healthcare,SEX REPROD HEALTHC,ELSEVIER IRELAND LTD,1877-5756,1877-5764,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,"1,258",1.8,Q4,0.53,33.33%
TETRAHEDRON LETTERS,TETRAHEDRON LETT,PERGAMON-ELSEVIER SCIENCE LTD,0040-4039,1873-3581,"CHEMISTRY, ORGANIC",SCIE,"49,349",1.8,Q3,0.53,4.56%
JOURNAL OF SOUTH AMERICAN EARTH SCIENCES,J S AM EARTH SCI,PERGAMON-ELSEVIER SCIENCE LTD,0895-9811,1873-0647,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"6,938",1.8,Q3,0.52,6%
JOURNAL OF MATHEMATICAL PSYCHOLOGY,J MATH PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-2496,1096-0880,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,"3,723",1.8,Q3,0.51,21.94%
JOURNAL OF MATHEMATICAL PSYCHOLOGY,J MATH PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-2496,1096-0880,"PSYCHOLOGY, MATHEMATICAL",SSCI,"3,723",1.8,Q3,0.51,21.94%
JOURNAL OF MATHEMATICAL PSYCHOLOGY,J MATH PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-2496,1096-0880,"SOCIAL SCIENCES, MATHEMATICAL METHODS",SSCI,"3,723",1.8,Q3,0.51,21.94%
JOURNAL OF CRYSTAL GROWTH,J CRYST GROWTH,ELSEVIER,0022-0248,1873-5002,CRYSTALLOGRAPHY,SCIE,"23,266",1.8,Q3,0.5,13.79%
JOURNAL OF CRYSTAL GROWTH,J CRYST GROWTH,ELSEVIER,0022-0248,1873-5002,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"23,266",1.8,Q4,0.5,13.79%
JOURNAL OF CRYSTAL GROWTH,J CRYST GROWTH,ELSEVIER,0022-0248,1873-5002,"PHYSICS, APPLIED",SCIE,"23,266",1.8,Q3,0.5,13.79%
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,IEEE COMPUTER SOC,0272-1716,1558-1756,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"3,203",1.8,Q3,0.49,10.61%
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,ELSEVIER,1146-609X,1873-6238,ECOLOGY,SCIE,"3,430",1.8,Q3,0.48,13.15%
Journal of Signal Processing Systems for Signal Image and Video Technology,J SIGNAL PROCESS SYS,SPRINGER,1939-8018,1939-8115,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"1,403",1.8,Q4,0.48,15.32%
Journal of Signal Processing Systems for Signal Image and Video Technology,J SIGNAL PROCESS SYS,SPRINGER,1939-8018,1939-8115,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"1,403",1.8,Q3,0.48,15.32%
JOURNAL OF THE ASTRONAUTICAL SCIENCES,J ASTRONAUT SCI,SPRINGER HEIDELBERG,0021-9142,2195-0571,"ENGINEERING, AEROSPACE",SCIE,"1,376",1.8,Q2,0.48,21.20%
MICROGRAVITY SCIENCE AND TECHNOLOGY,MICROGRAVITY SCI TEC,SPRINGER,0938-0108,1875-0494,"ENGINEERING, AEROSPACE",SCIE,"1,506",1.8,Q2,0.48,8.60%
MICROGRAVITY SCIENCE AND TECHNOLOGY,MICROGRAVITY SCI TEC,SPRINGER,0938-0108,1875-0494,MECHANICS,SCIE,"1,506",1.8,Q3,0.48,8.60%
MICROGRAVITY SCIENCE AND TECHNOLOGY,MICROGRAVITY SCI TEC,SPRINGER,0938-0108,1875-0494,THERMODYNAMICS,SCIE,"1,506",1.8,Q4,0.48,8.60%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,BEHAVIORAL SCIENCES,SCIE,"1,001",1.8,Q4,0.47,26.50%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,"PSYCHOLOGY, BIOLOGICAL",SSCI,"1,001",1.8,Q3,0.47,26.50%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,001",1.8,Q3,0.47,26.50%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,ZOOLOGY,SCIE,"1,001",1.8,Q2,0.47,26.50%
JOURNAL OF ELECTROSTATICS,J ELECTROSTAT,ELSEVIER,0304-3886,1873-5738,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"3,680",1.8,Q3,0.44,14.80%
EUROPEAN PHYSICAL JOURNAL D,EUR PHYS J D,SPRINGER,1434-6060,1434-6079,OPTICS,SCIE,"5,143",1.8,Q3,0.43,19.33%
EUROPEAN PHYSICAL JOURNAL D,EUR PHYS J D,SPRINGER,1434-6060,1434-6079,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",SCIE,"5,143",1.8,Q3,0.43,19.33%
ELECTRICAL ENGINEERING,ELECTR ENG,SPRINGER,0948-7921,1432-0487,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,421",1.8,Q3,0.42,5.14%
Journal of Medical Ultrasonics,J MED ULTRASON,SPRINGER JAPAN KK,1346-4523,1613-2254,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,850,1.8,Q4,0.42,12.14%
Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,SPRINGER,1869-408X,1869-4098,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,023",1.8,Q4,0.41,20.39%
Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,SPRINGER,1869-408X,1869-4098,"ENGINEERING, BIOMEDICAL",SCIE,"1,023",1.8,Q4,0.41,20.39%
JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,J INTERV CARD ELECTR,SPRINGER,1383-875X,1572-8595,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"2,753",1.8,Q4,0.41,16.84%
CHEMOECOLOGY,CHEMOECOLOGY,SPRINGER BASEL AG,0937-7409,1423-0445,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"1,107",1.8,Q4,0.4,15.85%
CHEMOECOLOGY,CHEMOECOLOGY,SPRINGER BASEL AG,0937-7409,1423-0445,ECOLOGY,SCIE,"1,107",1.8,Q3,0.4,15.85%
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,SPRINGER,0923-4861,1572-9834,ENVIRONMENTAL SCIENCES,SCIE,"2,339",1.8,Q4,0.4,16.43%
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,SPRINGER,0923-4861,1572-9834,WATER RESOURCES,SCIE,"2,339",1.8,Q4,0.4,16.43%
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1051-8223,1558-2515,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"14,829",1.8,Q3,0.39,5.19%
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1051-8223,1558-2515,"PHYSICS, APPLIED",SCIE,"14,829",1.8,Q3,0.39,5.19%
JOURNAL OF BIOLOGICAL PHYSICS,J BIOL PHYS,SPRINGER,0092-0606,1573-0689,BIOPHYSICS,SCIE,921,1.8,Q4,0.39,18.75%
Revista Portuguesa de Cardiologia,REV PORT CARDIOL,ELSEVIER ESPANA SLU,0870-2551,0304-4750,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,254",1.8,Q4,0.35,98.74%
EUROPEAN PHYSICAL JOURNAL E,EUR PHYS J E,SPRINGER,1292-8941,1292-895X,"CHEMISTRY, PHYSICAL",SCIE,"4,193",1.8,Q4,0.33,33.87%
EUROPEAN PHYSICAL JOURNAL E,EUR PHYS J E,SPRINGER,1292-8941,1292-895X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"4,193",1.8,Q4,0.33,33.87%
EUROPEAN PHYSICAL JOURNAL E,EUR PHYS J E,SPRINGER,1292-8941,1292-895X,"PHYSICS, APPLIED",SCIE,"4,193",1.8,Q3,0.33,33.87%
EUROPEAN PHYSICAL JOURNAL E,EUR PHYS J E,SPRINGER,1292-8941,1292-895X,POLYMER SCIENCE,SCIE,"4,193",1.8,Q3,0.33,33.87%
Journal of Superconductivity and Novel Magnetism,J SUPERCOND NOV MAGN,SPRINGER,1557-1939,1557-1947,"PHYSICS, APPLIED",SCIE,"5,976",1.8,Q3,0.3,3.72%
Journal of Superconductivity and Novel Magnetism,J SUPERCOND NOV MAGN,SPRINGER,1557-1939,1557-1947,"PHYSICS, CONDENSED MATTER",SCIE,"5,976",1.8,Q3,0.3,3.72%
EUROPEAN JOURNAL OF PSYCHIATRY,EUR J PSYCHIAT,ELSEVIER ESPANA SLU,0213-6163,0213-6163,PSYCHIATRY,SSCI,544,1.8,Q4,0.28,12.09%
MONATSHEFTE FUR CHEMIE,MONATSH CHEM,SPRINGER WIEN,0026-9247,1434-4475,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"4,962",1.8,Q3,0.27,12.42%
Reaction Kinetics Mechanisms and Catalysis,REACT KINET MECH CAT,SPRINGER,1878-5190,1878-5204,"CHEMISTRY, PHYSICAL",SCIE,"2,585",1.8,Q4,0.27,7.41%
JOURNAL OF FUNCTIONAL ANALYSIS,J FUNCT ANAL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-1236,1096-0783,MATHEMATICS,SCIE,"13,100",1.7,Q1,1.49,22.95%
ADVANCES IN MATHEMATICS,ADV MATH,ACADEMIC PRESS INC ELSEVIER SCIENCE,0001-8708,1090-2082,MATHEMATICS,SCIE,"14,261",1.7,Q1,1.45,28.57%
Analysis and Mathematical Physics,ANAL MATH PHYS,SPRINGER BASEL AG,1664-2368,1664-235X,MATHEMATICS,SCIE,880,1.7,Q1,1.23,17.33%
Analysis and Mathematical Physics,ANAL MATH PHYS,SPRINGER BASEL AG,1664-2368,1664-235X,"MATHEMATICS, APPLIED",SCIE,880,1.7,Q2,1.23,17.33%
Boundary Value Problems,BOUND VALUE PROBL,SPRINGER,1687-2770,1687-2770,MATHEMATICS,SCIE,"2,369",1.7,Q1,1.13,100%
Boundary Value Problems,BOUND VALUE PROBL,SPRINGER,1687-2770,1687-2770,"MATHEMATICS, APPLIED",SCIE,"2,369",1.7,Q2,1.13,100%
CALCOLO,CALCOLO,SPRINGER-VERLAG ITALIA SRL,0008-0624,1126-5434,MATHEMATICS,SCIE,"1,026",1.7,Q1,1.13,19.15%
CALCOLO,CALCOLO,SPRINGER-VERLAG ITALIA SRL,0008-0624,1126-5434,"MATHEMATICS, APPLIED",SCIE,"1,026",1.7,Q2,1.13,19.15%
Journal of Emergency Nursing,J EMERG NURS,ELSEVIER SCIENCE INC,0099-1767,1527-2966,EMERGENCY MEDICINE,SCIE,"1,866",1.7,Q3,1.04,4.66%
Journal of Emergency Nursing,J EMERG NURS,ELSEVIER SCIENCE INC,0099-1767,1527-2966,NURSING,SSCI,"1,866",1.7,Q3,1.04,4.66%
Journal of Emergency Nursing,J EMERG NURS,ELSEVIER SCIENCE INC,0099-1767,1527-2966,NURSING,SCIE,"1,866",1.7,Q3,1.04,4.66%
Palaeoworld,PALAEOWORLD,ELSEVIER,1871-174X,1875-5887,PALEONTOLOGY,SCIE,979,1.7,Q2,1,5.95%
Pain Management Nursing,PAIN MANAG NURS,ELSEVIER SCIENCE INC,1524-9042,1532-8635,NURSING,SSCI,"2,051",1.7,Q3,0.99,7.45%
Pain Management Nursing,PAIN MANAG NURS,ELSEVIER SCIENCE INC,1524-9042,1532-8635,NURSING,SCIE,"2,051",1.7,Q3,0.99,7.45%
Milan Journal of Mathematics,MILAN J MATH,SPRINGER BASEL AG,1424-9286,1424-9294,MATHEMATICS,SCIE,447,1.7,Q1,0.98,47.62%
Milan Journal of Mathematics,MILAN J MATH,SPRINGER BASEL AG,1424-9286,1424-9294,"MATHEMATICS, APPLIED",SCIE,447,1.7,Q2,0.98,47.62%
AURIS NASUS LARYNX,AURIS NASUS LARYNX,ELSEVIER SCI LTD,0385-8146,1879-1476,OTORHINOLARYNGOLOGY,SCIE,"3,309",1.7,Q3,0.94,9.03%
JOURNAL OF COMMUNICATION DISORDERS,J COMMUN DISORD,ELSEVIER SCIENCE INC,0021-9924,1873-7994,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,SCIE,"2,643",1.7,Q3,0.94,13.92%
JOURNAL OF COMMUNICATION DISORDERS,J COMMUN DISORD,ELSEVIER SCIENCE INC,0021-9924,1873-7994,LINGUISTICS,SSCI,"2,643",1.7,Q2,0.94,13.92%
JOURNAL OF COMMUNICATION DISORDERS,J COMMUN DISORD,ELSEVIER SCIENCE INC,0021-9924,1873-7994,REHABILITATION,SSCI,"2,643",1.7,Q3,0.94,13.92%
JOURNAL OF COMMUNICATION DISORDERS,J COMMUN DISORD,ELSEVIER SCIENCE INC,0021-9924,1873-7994,REHABILITATION,SCIE,"2,643",1.7,Q3,0.94,13.92%
Trends in Organized Crime,TRENDS ORGAN CRIME,SPRINGER,1084-4791,1936-4830,CRIMINOLOGY & PENOLOGY,SSCI,530,1.7,Q3,0.94,41.90%
Journal of International Relations and Development,J INT RELAT DEV,PALGRAVE MACMILLAN LTD,1408-6980,1581-1980,INTERNATIONAL RELATIONS,SSCI,739,1.7,Q3,0.93,0%
Journal of International Relations and Development,J INT RELAT DEV,PALGRAVE MACMILLAN LTD,1408-6980,1581-1980,POLITICAL SCIENCE,SSCI,739,1.7,Q3,0.93,0%
ADVANCES IN COMPUTATIONAL MATHEMATICS,ADV COMPUT MATH,SPRINGER,1019-7168,1572-9044,"MATHEMATICS, APPLIED",SCIE,"2,582",1.7,Q2,0.91,27.06%
European Journal on Criminal Policy and Research,EUR J CRIM POLICY RE,SPRINGER,0928-1371,1572-9869,CRIMINOLOGY & PENOLOGY,SSCI,773,1.7,Q3,0.88,46.61%
JOURNAL OF COMPLEXITY,J COMPLEXITY,ACADEMIC PRESS INC ELSEVIER SCIENCE,0885-064X,1090-2708,MATHEMATICS,SCIE,"1,097",1.7,Q1,0.88,19.13%
JOURNAL OF COMPLEXITY,J COMPLEXITY,ACADEMIC PRESS INC ELSEVIER SCIENCE,0885-064X,1090-2708,"MATHEMATICS, APPLIED",SCIE,"1,097",1.7,Q2,0.88,19.13%
NUCLEAR ENGINEERING AND DESIGN,NUCL ENG DES,ELSEVIER SCIENCE SA,0029-5493,1872-759X,NUCLEAR SCIENCE & TECHNOLOGY,SCIE,"16,194",1.7,Q2,0.88,21.68%
PRIMATES,PRIMATES,SPRINGER JAPAN KK,0032-8332,1610-7365,ZOOLOGY,SCIE,"2,718",1.7,Q2,0.88,21.55%
Comparative European Politics,COMP EUR POLIT,PALGRAVE MACMILLAN LTD,1472-4790,1740-388X,POLITICAL SCIENCE,SSCI,"1,005",1.7,Q3,0.85,28.68%
FUSION ENGINEERING AND DESIGN,FUSION ENG DES,ELSEVIER SCIENCE SA,0920-3796,1873-7196,NUCLEAR SCIENCE & TECHNOLOGY,SCIE,"10,988",1.7,Q2,0.84,11.65%
Physical Medicine and Rehabilitation Clinics of North America,PHYS MED REH CLIN N,W B SAUNDERS CO-ELSEVIER INC,1047-9651,1558-1381,REHABILITATION,SCIE,"2,431",1.7,Q3,0.79,1.74%
VETERINARY ANAESTHESIA AND ANALGESIA,VET ANAESTH ANALG,ELSEVIER,1467-2987,1467-2995,VETERINARY SCIENCES,SCIE,"2,791",1.7,Q2,0.79,7.67%
Child and Adolescent Social Work Journal,CHILD ADOLESC SOC WO,SPRINGER,0738-0151,1573-2797,SOCIAL WORK,SSCI,"1,489",1.7,Q3,0.78,9.39%
